id,sentence,argument_head,predicate_head,role,label
ewt-train-1128,They have a land area larger than either the US or all of Europe .,0,1,PRODUCT,0
ewt-train-1128,They have a land area larger than either the US or all of Europe .,4,1,PRODUCT,0
ewt-train-1129,"These 22 countries , with all their oil and natural resources , have a combined GDP smaller than that of Netherlands plus Belgium and equal to half of the GDP of California alone .",2,12,PRODUCT,0
ewt-train-1129,"These 22 countries , with all their oil and natural resources , have a combined GDP smaller than that of Netherlands plus Belgium and equal to half of the GDP of California alone .",15,12,PRODUCT,0
ewt-train-1140,"The problem is that the vast silent majority of these Moslems are not part of the terror and the incitement , but they also do not stand up against it .",1,2,PRODUCT,0
ewt-train-1140,"The problem is that the vast silent majority of these Moslems are not part of the terror and the incitement , but they also do not stand up against it .",22,26,PRODUCT,0
ewt-train-1141,"They become accomplices , by omission , and this applies to political leaders , intellectuals , business people and many others .",0,1,PRODUCT,0
ewt-train-1141,"They become accomplices , by omission , and this applies to political leaders , intellectuals , business people and many others .",8,9,PRODUCT,0
ewt-train-1153,More people die from AIDS in one day in Africa than all the Russians who died in the hands of Chechnya - based Moslem suicide murderers since that conflict started .,1,2,PRODUCT,0
ewt-train-1153,More people die from AIDS in one day in Africa than all the Russians who died in the hands of Chechnya - based Moslem suicide murderers since that conflict started .,4,2,PRODUCT,0
ewt-train-1153,More people die from AIDS in one day in Africa than all the Russians who died in the hands of Chechnya - based Moslem suicide murderers since that conflict started .,7,2,PRODUCT,0
ewt-train-1153,More people die from AIDS in one day in Africa than all the Russians who died in the hands of Chechnya - based Moslem suicide murderers since that conflict started .,9,2,PRODUCT,0
ewt-train-1153,More people die from AIDS in one day in Africa than all the Russians who died in the hands of Chechnya - based Moslem suicide murderers since that conflict started .,13,2,PRODUCT,0
ewt-train-1153,More people die from AIDS in one day in Africa than all the Russians who died in the hands of Chechnya - based Moslem suicide murderers since that conflict started .,13,15,PRODUCT,0
ewt-train-1153,More people die from AIDS in one day in Africa than all the Russians who died in the hands of Chechnya - based Moslem suicide murderers since that conflict started .,18,15,PRODUCT,0
ewt-train-1153,More people die from AIDS in one day in Africa than all the Russians who died in the hands of Chechnya - based Moslem suicide murderers since that conflict started .,28,29,PRODUCT,1
ewt-train-1154,Saddam killed every month more people than all those who died from suicide murders since the Coalition occupation of Iraq .,0,1,PRODUCT,0
ewt-train-1154,Saddam killed every month more people than all those who died from suicide murders since the Coalition occupation of Iraq .,5,1,PRODUCT,0
ewt-train-1154,Saddam killed every month more people than all those who died from suicide murders since the Coalition occupation of Iraq .,8,10,PRODUCT,0
ewt-train-1156,It creates headlines .,2,1,PRODUCT,1
ewt-train-1162,But the real fear comes from the undisputed fact that no defense and no preventive measures can succeed against a determined suicide murderer .,3,4,PRODUCT,0
ewt-train-1162,But the real fear comes from the undisputed fact that no defense and no preventive measures can succeed against a determined suicide murderer .,8,4,PRODUCT,0
ewt-train-1162,But the real fear comes from the undisputed fact that no defense and no preventive measures can succeed against a determined suicide murderer .,11,17,PRODUCT,0
ewt-train-1176,It has nothing to do with true fanatic religious beliefs .,2,1,PRODUCT,0
ewt-train-1183,"They promise them the delights , mostly sexual , of the next world , and pay their families handsomely after the supreme act is performed and enough innocent people are dead .",0,1,PRODUCT,0
ewt-train-1183,"They promise them the delights , mostly sexual , of the next world , and pay their families handsomely after the supreme act is performed and enough innocent people are dead .",2,1,PRODUCT,0
ewt-train-1183,"They promise them the delights , mostly sexual , of the next world , and pay their families handsomely after the supreme act is performed and enough innocent people are dead .",4,1,PRODUCT,0
ewt-train-1183,"They promise them the delights , mostly sexual , of the next world , and pay their families handsomely after the supreme act is performed and enough innocent people are dead .",17,15,PRODUCT,0
ewt-train-1183,"They promise them the delights , mostly sexual , of the next world , and pay their families handsomely after the supreme act is performed and enough innocent people are dead .",22,24,PRODUCT,1
ewt-train-1187,"There are numerous desperate people in the world , in different cultures , countries and continents .",4,1,PRODUCT,0
ewt-train-1187,"There are numerous desperate people in the world , in different cultures , countries and continents .",7,1,PRODUCT,0
ewt-train-1187,"There are numerous desperate people in the world , in different cultures , countries and continents .",11,1,PRODUCT,0
ewt-train-1207,They kill people .,0,1,PRODUCT,0
ewt-train-1207,They kill people .,2,1,PRODUCT,0
ewt-train-1210,"An incredible number of people in the Arab world believe that September 11 never happened , or was an American provocation or , even better , a Jewish plot .",2,9,PRODUCT,0
ewt-train-1210,"An incredible number of people in the Arab world believe that September 11 never happened , or was an American provocation or , even better , a Jewish plot .",11,14,PRODUCT,1
ewt-train-1211,"You all remember the Iraqi Minister of Information , Mr. Mouhamad Said al - Sahaf and his press conferences when the US forces were already inside Baghdad .",0,2,PRODUCT,0
ewt-train-1211,"You all remember the Iraqi Minister of Information , Mr. Mouhamad Said al - Sahaf and his press conferences when the US forces were already inside Baghdad .",5,2,PRODUCT,0
ewt-train-1218,But millions of Moslems are told by their leaders that this is the case .,1,5,PRODUCT,0
ewt-train-1218,But millions of Moslems are told by their leaders that this is the case .,8,5,PRODUCT,0
ewt-train-1223,"Little children are raised on deep hatred and on admiration of so - called martyrs , and the Western World does not notice it because its own TV sets are mostly tuned to soap operas and game shows .",1,3,PRODUCT,0
ewt-train-1223,"Little children are raised on deep hatred and on admiration of so - called martyrs , and the Western World does not notice it because its own TV sets are mostly tuned to soap operas and game shows .",6,3,PRODUCT,0
ewt-train-1223,"Little children are raised on deep hatred and on admiration of so - called martyrs , and the Western World does not notice it because its own TV sets are mostly tuned to soap operas and game shows .",19,22,PRODUCT,0
ewt-train-1223,"Little children are raised on deep hatred and on admiration of so - called martyrs , and the Western World does not notice it because its own TV sets are mostly tuned to soap operas and game shows .",23,22,PRODUCT,0
ewt-train-1223,"Little children are raised on deep hatred and on admiration of so - called martyrs , and the Western World does not notice it because its own TV sets are mostly tuned to soap operas and game shows .",28,31,PRODUCT,0
ewt-train-1224,"I recommend to you , even though most of you do not understand Arabic , to watch Al Jazeera , from time to time .",0,1,PRODUCT,0
ewt-train-1224,"I recommend to you , even though most of you do not understand Arabic , to watch Al Jazeera , from time to time .",3,1,PRODUCT,0
ewt-train-1224,"I recommend to you , even though most of you do not understand Arabic , to watch Al Jazeera , from time to time .",7,12,PRODUCT,0
ewt-train-1224,"I recommend to you , even though most of you do not understand Arabic , to watch Al Jazeera , from time to time .",13,12,PRODUCT,0
ewt-train-1224,"I recommend to you , even though most of you do not understand Arabic , to watch Al Jazeera , from time to time .",18,16,PRODUCT,0
ewt-train-1227,"A demonstration in Berlin , carrying banners supporting Saddam 's regime and featuring three - year old babies dressed as suicide murderers , is defined by the press and by political leaders as a "" peace demonstration "" .",6,5,PRODUCT,0
ewt-train-1227,"A demonstration in Berlin , carrying banners supporting Saddam 's regime and featuring three - year old babies dressed as suicide murderers , is defined by the press and by political leaders as a "" peace demonstration "" .",10,7,PRODUCT,0
ewt-train-1227,"A demonstration in Berlin , carrying banners supporting Saddam 's regime and featuring three - year old babies dressed as suicide murderers , is defined by the press and by political leaders as a "" peace demonstration "" .",17,12,PRODUCT,0
ewt-train-1227,"A demonstration in Berlin , carrying banners supporting Saddam 's regime and featuring three - year old babies dressed as suicide murderers , is defined by the press and by political leaders as a "" peace demonstration "" .",1,24,PRODUCT,0
ewt-train-1227,"A demonstration in Berlin , carrying banners supporting Saddam 's regime and featuring three - year old babies dressed as suicide murderers , is defined by the press and by political leaders as a "" peace demonstration "" .",27,24,PRODUCT,0
ewt-train-1227,"A demonstration in Berlin , carrying banners supporting Saddam 's regime and featuring three - year old babies dressed as suicide murderers , is defined by the press and by political leaders as a "" peace demonstration "" .",36,24,PRODUCT,0
ewt-train-1229,"A woman walks into an Israeli restaurant in mid-day , eats , observes families with old people and children eating their lunch in the adjacent tables and pays the bill .",1,2,PRODUCT,0
ewt-train-1229,"A woman walks into an Israeli restaurant in mid-day , eats , observes families with old people and children eating their lunch in the adjacent tables and pays the bill .",6,2,PRODUCT,0
ewt-train-1229,"A woman walks into an Israeli restaurant in mid-day , eats , observes families with old people and children eating their lunch in the adjacent tables and pays the bill .",8,2,PRODUCT,0
ewt-train-1229,"A woman walks into an Israeli restaurant in mid-day , eats , observes families with old people and children eating their lunch in the adjacent tables and pays the bill .",13,12,PRODUCT,0
ewt-train-1229,"A woman walks into an Israeli restaurant in mid-day , eats , observes families with old people and children eating their lunch in the adjacent tables and pays the bill .",21,19,PRODUCT,0
ewt-train-1229,"A woman walks into an Israeli restaurant in mid-day , eats , observes families with old people and children eating their lunch in the adjacent tables and pays the bill .",29,27,PRODUCT,0
ewt-train-1231,"She is called "" martyr "" by several Arab leaders and "" activist "" by the European press .",0,2,PRODUCT,0
ewt-train-1231,"She is called "" martyr "" by several Arab leaders and "" activist "" by the European press .",9,2,PRODUCT,0
ewt-train-1232,Dignitaries condemn the act but visit her bereaved family and the money flows .,0,1,PRODUCT,0
ewt-train-1232,Dignitaries condemn the act but visit her bereaved family and the money flows .,3,1,PRODUCT,0
ewt-train-1232,Dignitaries condemn the act but visit her bereaved family and the money flows .,8,5,PRODUCT,0
ewt-train-1232,Dignitaries condemn the act but visit her bereaved family and the money flows .,11,12,PRODUCT,0
ewt-train-1233,"There is a new game in town : The actual murderer is called "" the military wing "" , the one who pays him , equips him and sends him is now called "" the political wing "" and the head of the operation is called the "" spiritual leader "" .",4,1,PRODUCT,0
ewt-train-1233,"There is a new game in town : The actual murderer is called "" the military wing "" , the one who pays him , equips him and sends him is now called "" the political wing "" and the head of the operation is called the "" spiritual leader "" .",6,1,PRODUCT,0
ewt-train-1233,"There is a new game in town : The actual murderer is called "" the military wing "" , the one who pays him , equips him and sends him is now called "" the political wing "" and the head of the operation is called the "" spiritual leader "" .",20,22,PRODUCT,0
ewt-train-1233,"There is a new game in town : The actual murderer is called "" the military wing "" , the one who pays him , equips him and sends him is now called "" the political wing "" and the head of the operation is called the "" spiritual leader "" .",23,22,PRODUCT,0
ewt-train-1233,"There is a new game in town : The actual murderer is called "" the military wing "" , the one who pays him , equips him and sends him is now called "" the political wing "" and the head of the operation is called the "" spiritual leader "" .",26,25,PRODUCT,0
ewt-train-1234,"There are numerous other examples of such Orwellian nomenclature , used every day not only by terror chiefs but also by Western media .",4,1,PRODUCT,0
ewt-train-1236,They provide an emotional infrastructure for atrocities .,0,1,PRODUCT,0
ewt-train-1236,They provide an emotional infrastructure for atrocities .,4,1,PRODUCT,0
ewt-train-1240,"Huge amounts of money , which could have solved many social problems in this dysfunctional part of the world , are channeled into three concentric spheres supporting death and murder .",1,8,PRODUCT,0
ewt-train-1240,"Huge amounts of money , which could have solved many social problems in this dysfunctional part of the world , are channeled into three concentric spheres supporting death and murder .",11,8,PRODUCT,0
ewt-train-1240,"Huge amounts of money , which could have solved many social problems in this dysfunctional part of the world , are channeled into three concentric spheres supporting death and murder .",1,21,PRODUCT,0
ewt-train-1240,"Huge amounts of money , which could have solved many social problems in this dysfunctional part of the world , are channeled into three concentric spheres supporting death and murder .",25,21,PRODUCT,0
ewt-train-1240,"Huge amounts of money , which could have solved many social problems in this dysfunctional part of the world , are channeled into three concentric spheres supporting death and murder .",27,26,PRODUCT,0
ewt-train-1242,"The money funds their travel , explosives , hideouts and permanent search for soft vulnerable targets .",1,2,PRODUCT,0
ewt-train-1242,"The money funds their travel , explosives , hideouts and permanent search for soft vulnerable targets .",4,2,PRODUCT,0
ewt-train-1245,"They are surrounded by a second wider circle of direct supporters , planners , commanders , preachers , all of whom make a living , usually a very comfortable living , by serving as terror infrastructure .",0,2,PRODUCT,0
ewt-train-1245,"They are surrounded by a second wider circle of direct supporters , planners , commanders , preachers , all of whom make a living , usually a very comfortable living , by serving as terror infrastructure .",7,2,PRODUCT,0
ewt-train-1247,"This circle operates mostly through mosques , madrasas and other religious establishments but also through inciting electronic and printed media .",1,2,PRODUCT,0
ewt-train-1247,"This circle operates mostly through mosques , madrasas and other religious establishments but also through inciting electronic and printed media .",5,2,PRODUCT,0
ewt-train-1247,"This circle operates mostly through mosques , madrasas and other religious establishments but also through inciting electronic and printed media .",19,15,PRODUCT,0
ewt-train-1248,"It is this circle that makes sure that women remain inferior , that democracy is unthinkable and that exposure to the outside world is minimal .",3,1,PRODUCT,0
ewt-train-1248,"It is this circle that makes sure that women remain inferior , that democracy is unthinkable and that exposure to the outside world is minimal .",8,9,PRODUCT,0
ewt-train-1258,"You meet their children in the best private schools in Europe , not in the training camps of suicide murderers .",0,1,PRODUCT,0
ewt-train-1258,"You meet their children in the best private schools in Europe , not in the training camps of suicide murderers .",3,1,PRODUCT,0
ewt-train-1262,"The civilized world believes in democracy , the rule of law , including international law , human rights , free speech and free press , among other liberties .",2,3,PRODUCT,0
ewt-train-1262,"The civilized world believes in democracy , the rule of law , including international law , human rights , free speech and free press , among other liberties .",5,3,PRODUCT,0
ewt-train-1263,"There are naive old - fashioned habits such as respecting religious sites and symbols , not using ambulances and hospitals for acts of war , avoiding the mutilation of dead bodies and not using children as human shields or human bombs .",6,1,PRODUCT,0
ewt-train-1263,"There are naive old - fashioned habits such as respecting religious sites and symbols , not using ambulances and hospitals for acts of war , avoiding the mutilation of dead bodies and not using children as human shields or human bombs .",11,9,PRODUCT,0
ewt-train-1263,"There are naive old - fashioned habits such as respecting religious sites and symbols , not using ambulances and hospitals for acts of war , avoiding the mutilation of dead bodies and not using children as human shields or human bombs .",27,25,PRODUCT,0
ewt-train-1265,Every student of political science debates how you prevent an anti-democratic force from winning a democratic election and abolishing democracy .,1,5,PRODUCT,0
ewt-train-1265,Every student of political science debates how you prevent an anti-democratic force from winning a democratic election and abolishing democracy .,7,8,PRODUCT,0
ewt-train-1265,Every student of political science debates how you prevent an anti-democratic force from winning a democratic election and abolishing democracy .,11,8,PRODUCT,0
ewt-train-1265,Every student of political science debates how you prevent an anti-democratic force from winning a democratic election and abolishing democracy .,16,13,PRODUCT,0
ewt-train-1265,Every student of political science debates how you prevent an anti-democratic force from winning a democratic election and abolishing democracy .,19,18,PRODUCT,0
ewt-train-1286,"I leave it to you as homework to figure out what Spain or France would have done , in such a situation .",0,1,PRODUCT,0
ewt-train-1286,"I leave it to you as homework to figure out what Spain or France would have done , in such a situation .",4,1,PRODUCT,0
ewt-train-1286,"I leave it to you as homework to figure out what Spain or France would have done , in such a situation .",6,1,PRODUCT,0
ewt-train-1287,The problem is that the civilized world is still having illusions about the rule of law in a totally lawless environment .,1,2,PRODUCT,0
ewt-train-1292,"The amazing thing is that all of these crooks demand protection under international law , and define all those who attack them as "" war criminals , "" with some Western media repeating the allegations .",2,3,PRODUCT,0
ewt-train-1292,"The amazing thing is that all of these crooks demand protection under international law , and define all those who attack them as "" war criminals , "" with some Western media repeating the allegations .",5,9,PRODUCT,0
ewt-train-1292,"The amazing thing is that all of these crooks demand protection under international law , and define all those who attack them as "" war criminals , "" with some Western media repeating the allegations .",10,9,PRODUCT,0
ewt-train-1292,"The amazing thing is that all of these crooks demand protection under international law , and define all those who attack them as "" war criminals , "" with some Western media repeating the allegations .",18,16,PRODUCT,0
ewt-train-1292,"The amazing thing is that all of these crooks demand protection under international law , and define all those who attack them as "" war criminals , "" with some Western media repeating the allegations .",18,20,PRODUCT,0
ewt-train-1292,"The amazing thing is that all of these crooks demand protection under international law , and define all those who attack them as "" war criminals , "" with some Western media repeating the allegations .",21,20,PRODUCT,0
ewt-train-1292,"The amazing thing is that all of these crooks demand protection under international law , and define all those who attack them as "" war criminals , "" with some Western media repeating the allegations .",31,32,PRODUCT,0
ewt-train-1292,"The amazing thing is that all of these crooks demand protection under international law , and define all those who attack them as "" war criminals , "" with some Western media repeating the allegations .",34,32,PRODUCT,0
ewt-train-1293,"The good news is that all of this is temporary , because the evolution of international law has always adapted itself to reality .",2,3,PRODUCT,0
ewt-train-1293,"The good news is that all of this is temporary , because the evolution of international law has always adapted itself to reality .",13,19,PRODUCT,1
ewt-train-1293,"The good news is that all of this is temporary , because the evolution of international law has always adapted itself to reality .",20,19,PRODUCT,0
ewt-train-1304,"Above all , we need a total absolute unity and determination of the civilized world against all three circles of evil .",1,4,PRODUCT,0
ewt-train-1304,"Above all , we need a total absolute unity and determination of the civilized world against all three circles of evil .",3,4,PRODUCT,0
ewt-train-1304,"Above all , we need a total absolute unity and determination of the civilized world against all three circles of evil .",8,4,PRODUCT,0
ewt-train-1315,"Iran is encircled by Afghanistan , by the Gulf States , Iraq and the Moslem republics of the former Soviet Union .",0,2,PRODUCT,0
ewt-train-1315,"Iran is encircled by Afghanistan , by the Gulf States , Iraq and the Moslem republics of the former Soviet Union .",4,2,PRODUCT,0
ewt-train-1315,"Iran is encircled by Afghanistan , by the Gulf States , Iraq and the Moslem republics of the former Soviet Union .",9,2,PRODUCT,0
ewt-train-1316,"Syria is surrounded by Turkey , Iraq , Jordan and Israel .",0,2,PRODUCT,0
ewt-train-1316,"Syria is surrounded by Turkey , Iraq , Jordan and Israel .",4,2,PRODUCT,0
ewt-train-1322,It has an ideology which claims supremacy over Western culture .,3,1,PRODUCT,0
ewt-train-1322,It has an ideology which claims supremacy over Western culture .,3,5,PRODUCT,0
ewt-train-1322,It has an ideology which claims supremacy over Western culture .,6,5,PRODUCT,0
ewt-train-1326,"Its so - called moderates and conservatives play their own virtuoso version of the "" good - cop versus bad - cop "" game .",4,7,PRODUCT,0
ewt-train-1326,"Its so - called moderates and conservatives play their own virtuoso version of the "" good - cop versus bad - cop "" game .",11,7,PRODUCT,0
ewt-train-1327,"Iran sponsors Syrian terrorism , it is certainly behind much of the action in Iraq , it is fully funding the Hezbollah and , through it , the Palestinian Hamas and Islamic Jihad ; it performed acts of terror at least in Europe and in South America and probably also in Uzbekistan and Saudi Arabia and it truly leads a multi-national terror consortium , which includes , as minor players , Syria , Lebanon and certain Shiite elements in Iraq .",0,1,PRODUCT,0
ewt-train-1327,"Iran sponsors Syrian terrorism , it is certainly behind much of the action in Iraq , it is fully funding the Hezbollah and , through it , the Palestinian Hamas and Islamic Jihad ; it performed acts of terror at least in Europe and in South America and probably also in Uzbekistan and Saudi Arabia and it truly leads a multi-national terror consortium , which includes , as minor players , Syria , Lebanon and certain Shiite elements in Iraq .",3,1,PRODUCT,0
ewt-train-1327,"Iran sponsors Syrian terrorism , it is certainly behind much of the action in Iraq , it is fully funding the Hezbollah and , through it , the Palestinian Hamas and Islamic Jihad ; it performed acts of terror at least in Europe and in South America and probably also in Uzbekistan and Saudi Arabia and it truly leads a multi-national terror consortium , which includes , as minor players , Syria , Lebanon and certain Shiite elements in Iraq .",21,19,PRODUCT,0
ewt-train-1327,"Iran sponsors Syrian terrorism , it is certainly behind much of the action in Iraq , it is fully funding the Hezbollah and , through it , the Palestinian Hamas and Islamic Jihad ; it performed acts of terror at least in Europe and in South America and probably also in Uzbekistan and Saudi Arabia and it truly leads a multi-national terror consortium , which includes , as minor players , Syria , Lebanon and certain Shiite elements in Iraq .",36,35,PRODUCT,0
ewt-train-1327,"Iran sponsors Syrian terrorism , it is certainly behind much of the action in Iraq , it is fully funding the Hezbollah and , through it , the Palestinian Hamas and Islamic Jihad ; it performed acts of terror at least in Europe and in South America and probably also in Uzbekistan and Saudi Arabia and it truly leads a multi-national terror consortium , which includes , as minor players , Syria , Lebanon and certain Shiite elements in Iraq .",62,58,PRODUCT,0
ewt-train-1327,"Iran sponsors Syrian terrorism , it is certainly behind much of the action in Iraq , it is fully funding the Hezbollah and , through it , the Palestinian Hamas and Islamic Jihad ; it performed acts of terror at least in Europe and in South America and probably also in Uzbekistan and Saudi Arabia and it truly leads a multi-national terror consortium , which includes , as minor players , Syria , Lebanon and certain Shiite elements in Iraq .",62,65,PRODUCT,0
ewt-train-1327,"Iran sponsors Syrian terrorism , it is certainly behind much of the action in Iraq , it is fully funding the Hezbollah and , through it , the Palestinian Hamas and Islamic Jihad ; it performed acts of terror at least in Europe and in South America and probably also in Uzbekistan and Saudi Arabia and it truly leads a multi-national terror consortium , which includes , as minor players , Syria , Lebanon and certain Shiite elements in Iraq .",71,65,PRODUCT,0
ewt-train-1347,I have no doubt that the civilized world will prevail .,0,1,PRODUCT,0
ewt-train-1347,I have no doubt that the civilized world will prevail .,3,1,PRODUCT,0
ewt-train-1347,I have no doubt that the civilized world will prevail .,7,9,PRODUCT,0
ewt-train-1351,Zawahiri was associated with a faction of the Egyptian Islamic Jihad known as the Vanguards of Conquest .,0,2,PRODUCT,0
ewt-train-1351,Zawahiri was associated with a faction of the Egyptian Islamic Jihad known as the Vanguards of Conquest .,5,2,PRODUCT,0
ewt-train-1354,A key question is how they acquired the anthrax strain first isolated by the Texas Veterinary Medical Diagnostic Lab in 1980 .,2,3,PRODUCT,0
ewt-train-1354,A key question is how they acquired the anthrax strain first isolated by the Texas Veterinary Medical Diagnostic Lab in 1980 .,5,6,PRODUCT,0
ewt-train-1354,A key question is how they acquired the anthrax strain first isolated by the Texas Veterinary Medical Diagnostic Lab in 1980 .,9,6,PRODUCT,0
ewt-train-1355,"According to senior counter terrorism officials , both here and abroad , among the supporters of these militant islamists were people who blended into society and were available to act when another part of the network requested it .",5,19,PRODUCT,0
ewt-train-1355,"According to senior counter terrorism officials , both here and abroad , among the supporters of these militant islamists were people who blended into society and were available to act when another part of the network requested it .",14,19,PRODUCT,0
ewt-train-1355,"According to senior counter terrorism officials , both here and abroad , among the supporters of these militant islamists were people who blended into society and were available to act when another part of the network requested it .",20,19,PRODUCT,0
ewt-train-1355,"According to senior counter terrorism officials , both here and abroad , among the supporters of these militant islamists were people who blended into society and were available to act when another part of the network requested it .",20,22,PRODUCT,0
ewt-train-1355,"According to senior counter terrorism officials , both here and abroad , among the supporters of these militant islamists were people who blended into society and were available to act when another part of the network requested it .",32,36,PRODUCT,0
ewt-train-1355,"According to senior counter terrorism officials , both here and abroad , among the supporters of these militant islamists were people who blended into society and were available to act when another part of the network requested it .",37,36,PRODUCT,0
ewt-train-1359,"An early September 2003 Newsweek article included a rumor by a Taliban source that at a meeting in April 2003 Bin Laden was planning an "" unbelievable "" biological attack , the plans for which had suffered a setback upon the arrest of Khalid Shaikh Mohammed ( "" KSM "" ) .",5,6,PRODUCT,0
ewt-train-1359,"An early September 2003 Newsweek article included a rumor by a Taliban source that at a meeting in April 2003 Bin Laden was planning an "" unbelievable "" biological attack , the plans for which had suffered a setback upon the arrest of Khalid Shaikh Mohammed ( "" KSM "" ) .",8,6,PRODUCT,0
ewt-train-1359,"An early September 2003 Newsweek article included a rumor by a Taliban source that at a meeting in April 2003 Bin Laden was planning an "" unbelievable "" biological attack , the plans for which had suffered a setback upon the arrest of Khalid Shaikh Mohammed ( "" KSM "" ) .",21,23,PRODUCT,0
ewt-train-1359,"An early September 2003 Newsweek article included a rumor by a Taliban source that at a meeting in April 2003 Bin Laden was planning an "" unbelievable "" biological attack , the plans for which had suffered a setback upon the arrest of Khalid Shaikh Mohammed ( "" KSM "" ) .",29,23,PRODUCT,0
ewt-train-1359,"An early September 2003 Newsweek article included a rumor by a Taliban source that at a meeting in April 2003 Bin Laden was planning an "" unbelievable "" biological attack , the plans for which had suffered a setback upon the arrest of Khalid Shaikh Mohammed ( "" KSM "" ) .",32,36,PRODUCT,0
ewt-train-1359,"An early September 2003 Newsweek article included a rumor by a Taliban source that at a meeting in April 2003 Bin Laden was planning an "" unbelievable "" biological attack , the plans for which had suffered a setback upon the arrest of Khalid Shaikh Mohammed ( "" KSM "" ) .",38,36,PRODUCT,0
ewt-train-1361,"In November 2003 , a report by a UN Panel of experts concluded that Al Qaeda is determined to use chemical and biological weapons and is restrained only by technical difficulties .",1,12,PRODUCT,0
ewt-train-1361,"In November 2003 , a report by a UN Panel of experts concluded that Al Qaeda is determined to use chemical and biological weapons and is restrained only by technical difficulties .",5,12,PRODUCT,0
ewt-train-1362,"In a statement issued June 16 , 2004 , the 9/11 Commission Staff concluded that "" Al Qaeda had an ambitious biological weapons program and was making advances in its ability to produce anthrax prior to September 11 .",2,13,PRODUCT,0
ewt-train-1362,"In a statement issued June 16 , 2004 , the 9/11 Commission Staff concluded that "" Al Qaeda had an ambitious biological weapons program and was making advances in its ability to produce anthrax prior to September 11 .",12,13,PRODUCT,0
ewt-train-1362,"In a statement issued June 16 , 2004 , the 9/11 Commission Staff concluded that "" Al Qaeda had an ambitious biological weapons program and was making advances in its ability to produce anthrax prior to September 11 .",33,32,PRODUCT,0
ewt-train-1364,"On August 9 , 2004 , it was announced that in the Spring of 2001 , a man named El - Shukrijumah , also known as Jafar the Pilot , who was part of a "" second wave , "" had been casing New York City helicopters .",1,8,PRODUCT,0
ewt-train-1364,"On August 9 , 2004 , it was announced that in the Spring of 2001 , a man named El - Shukrijumah , also known as Jafar the Pilot , who was part of a "" second wave , "" had been casing New York City helicopters .",6,8,PRODUCT,0
ewt-train-1364,"On August 9 , 2004 , it was announced that in the Spring of 2001 , a man named El - Shukrijumah , also known as Jafar the Pilot , who was part of a "" second wave , "" had been casing New York City helicopters .",21,18,PRODUCT,0
ewt-train-1364,"On August 9 , 2004 , it was announced that in the Spring of 2001 , a man named El - Shukrijumah , also known as Jafar the Pilot , who was part of a "" second wave , "" had been casing New York City helicopters .",17,42,PRODUCT,0
ewt-train-1364,"On August 9 , 2004 , it was announced that in the Spring of 2001 , a man named El - Shukrijumah , also known as Jafar the Pilot , who was part of a "" second wave , "" had been casing New York City helicopters .",46,42,PRODUCT,0
ewt-train-1365,Photographs from a seized computer disc included the controls and the locks on the door between the passengers and pilot .,0,6,PRODUCT,0
ewt-train-1365,Photographs from a seized computer disc included the controls and the locks on the door between the passengers and pilot .,8,6,PRODUCT,0
ewt-train-1366,"In a bulletin , the FBI noted that the surveillance might relate to a plot to disperse a chemical or biological weapon .",2,6,PRODUCT,0
ewt-train-1366,"In a bulletin , the FBI noted that the surveillance might relate to a plot to disperse a chemical or biological weapon .",5,6,PRODUCT,0
ewt-train-1366,"In a bulletin , the FBI noted that the surveillance might relate to a plot to disperse a chemical or biological weapon .",9,11,PRODUCT,0
ewt-train-1366,"In a bulletin , the FBI noted that the surveillance might relate to a plot to disperse a chemical or biological weapon .",21,16,PRODUCT,0
ewt-train-1372,""" The Prophet 's guidance , "" says Michael Scheuer , an al - Qaeda analyst who recently retired from the CIA and once headed its Bin Laden unit , "" was always , Before you attack someone , warn them very clearly ... "" The anthrax mailings followed the pattern of letters they sent in January 1997 to newspaper branches in Washington , D.C. and New York City , as well as symbolic targets .",9,7,PRODUCT,0
ewt-train-1372,""" The Prophet 's guidance , "" says Michael Scheuer , an al - Qaeda analyst who recently retired from the CIA and once headed its Bin Laden unit , "" was always , Before you attack someone , warn them very clearly ... "" The anthrax mailings followed the pattern of letters they sent in January 1997 to newspaper branches in Washington , D.C. and New York City , as well as symbolic targets .",15,18,PRODUCT,0
ewt-train-1372,""" The Prophet 's guidance , "" says Michael Scheuer , an al - Qaeda analyst who recently retired from the CIA and once headed its Bin Laden unit , "" was always , Before you attack someone , warn them very clearly ... "" The anthrax mailings followed the pattern of letters they sent in January 1997 to newspaper branches in Washington , D.C. and New York City , as well as symbolic targets .",28,24,PRODUCT,0
ewt-train-1372,""" The Prophet 's guidance , "" says Michael Scheuer , an al - Qaeda analyst who recently retired from the CIA and once headed its Bin Laden unit , "" was always , Before you attack someone , warn them very clearly ... "" The anthrax mailings followed the pattern of letters they sent in January 1997 to newspaper branches in Washington , D.C. and New York City , as well as symbolic targets .",35,36,PRODUCT,0
ewt-train-1372,""" The Prophet 's guidance , "" says Michael Scheuer , an al - Qaeda analyst who recently retired from the CIA and once headed its Bin Laden unit , "" was always , Before you attack someone , warn them very clearly ... "" The anthrax mailings followed the pattern of letters they sent in January 1997 to newspaper branches in Washington , D.C. and New York City , as well as symbolic targets .",37,36,PRODUCT,0
